Incident Number,Cause number,Cause Description,Cause type,Risk Management Cause,Human Factors  Cause, Failed PSM Framework Element
MR-9F929C374F,1,Pressure loss to the Telescopic Joint Packer,Immediate,,,
MR-9F929C374F,2,There was no automatic redundant back-up system system had to be manually engaged.,Underlying,,,
MR-9F929C374F,3,"It was discovered during the course of the pressure alarm for the Telescopic Joint Packer was in place. The back-up hydraulic Packer was disabled. Upon request telescopic joint air pressure was set at 0-psi and the low limit the control panel in the Central the investigation. due to a ruptured air hose. in place. The back-up hydraulic (BSEE) investigation that the air disabled. Upon request of the Inspectors to verify the set points for the telescopic joint air pressure alarm, it was discovered that the high limit alarm was set at 0-psi and the low limit alarm was also set at 0-psi. This was confirmed at the control panel in the Central Control Unit by the two BSEE inspectors conducting the investigation.",Root,,,
MR-12F980165A,1,The boat heaved due to sea conditions and moved,Immediate,,,
MR-12F980165A,2,None,Underlying,,,
MR-12F980165A,3,The boat heaved due to sea conditions and moved,Root,,,
MR-2A92C8CB9C,1,"Equipment Failure – The explosion occurred after the top ratchet binder holding the clamp rings failed, resulting in the subsequent opening of the clamp rings. The fire occurred after the explosion when the expelled flammable gas mixture encountered an ignition source. The ignition source was likely a spark created either as a result of metal-to-metal contact or from an electrical arc due to damaged electrical wiring.",Immediate,,,15
MR-2A92C8CB9C,2,"Failure to Follow Procedures – Regarding the task of closing the PL closure door, the first procedural failure involved the side ratchet binder. The side ratchet binder was initially tightened, and was not loosened once the clamp was thought to be secured. The failure to loosen the side ratchet binder contradicted both the warning in the OEM procedure and a “Key Point” in the SOI job procedure. Also, the pressure-warning lock was not installed through both clamp ring lugs, confirming improper alignment of the clamp rings. The improperly aligned clamp ring exerted a tensile force in excess of the ultimate strength of the top ratchet binder, resulting in the failure of the binder and the explosive opening of the PL closure door.",Underlying,,,
MR-2A92C8CB9C,3,"Inadequate Hazard Analysis – SOI’s PtW Matrix specified that a JSA was required for this task, yet the OP did not indicate the requirement for a JSA. The explanation that the task was “routine” does agree with 30 CFR 250.1911 (b) (4), which states that the person in charge of the job may decide that a JSA is not required for particular jobs conducted on a recurring basis. However, 30 CFR 250.1911 (b) states that a JSA must be conducted for activities identified in your SEMS program. The BSEE investigation team concluded that the OP contained in their Integrated Job Planning Matrix met the criteria for conducting a JSA. The BSEE investigation team received no indication that a JSA was performed prior to commencing work in this instance.",Root,,,
MR-ABCE0DFA91,1,Work Environment:  Improper PPE - Gloves worn by IP did not provide adequate protection against cuts and abrasions.  Equipment failure: Flawed equipment design or construction – Metal band should have been installed to reduce sharp edges.,Immediate,Inadequate Control Measures,,6
MR-ABCE0DFA91,2,None.,Underlying,,,
MR-ABCE0DFA91,3,Work Environment:  Improper PPE - Gloves worn by IP did not provide adequate protection against cuts and abrasions.  Equipment failure: Flawed equipment design or construction – Metal band should have been installed to reduce sharp edges.,Root,Inadequate Control Measures,,6
MR-D3BC691928,1,IP did not focus on position of the leg in mouth by one of the legs chipping his reference to the light pole.,Immediate,,,
MR-D3BC691928,2,"A verbal JSEA and Risk Assessment Prompt Card was done, but rig personnel were not required to turn card into management to allow the job task to be assessed for hazards.",Underlying,,,
MR-C58A631ED5,1,A mechanical failure of the pressure regulator allowed over-pressure on the vessel to relieve pressure.,Immediate,,,
MR-C58A631ED5,2,"Pressure relief through the vent line allowed fluid to the atmosphere and entered GOM waters, because the drain line on the vent boom was clogged with debris.",Underlying,,,
MR-58B8A51FEC,1,"Equipment Failure: Capacity of the equipment exceeded. An unforeseen high drill bit torque event while drilling salt that led to a top drive stall condition and torque impulse which exceeded the 120 KSI, 8.125-inch x 4.75-inch DS drill pipe connection limits.",Immediate,Inadequate Control Measures,,15
MR-58B8A51FEC,2,"Equipment failure: Capacity of equipment exceeded. The failure was traced to joint 7 that was situated below the rotary on the 6.625-inch 34 lbs/ft V-150,120 KSI, DS pin connection. The DS connection separated due to a high-torque event placing excessive load on the DS connection. As a result, it caused severe pin thread damage, pin nose deformation and box swell reducing integrity of the connection and allowing separation under tension-weight and dynamic loadings.",Underlying,Inadequate Control Measures,,15
MR-58B8A51FEC,3,"Equipment Failure: Capacity of the equipment exceeded. An unforeseen high drill bit torque event while drilling salt that led to a top drive stall condition and torque impulse which exceeded the 120 KSI, 8.125-inch x 4.75-inch DS drill pipe connection limits.",Root,Inadequate Control Measures,,15
MR-CEE7170D6C,1,"The initial Job Safety Analysis (JSA) conducted, June 26, 2025, did not include a proper analysis of the hazards associated with back-reaming out of the hole operations. A safe standing zone after the make-up tongs were connected was not established for the Floorhand who was injured. There was inefficient communication between crew members assigned to the task. All rig floor crew members participating in the back-reaming operation failed to insure all personnel were in a safe location after securing make-up tongs to the drill pipe. Stop Work Authority should have been utilized to insure the Floorhand was clear of the tongs prior to breaking and spinning out of the connection. The Driller in particular failed to ensure the Floorhand was in the proper position prior to backing out of the connection while the tongs were being utilized on the rig floor. As stated in the Tripping Practices (7.1.3), the Toolpusher should be present on the rig floor when pulling the first ten stands at a minimum. The Driller did not wait for the Toolpusher to arrive on the rig floor prior to start of operations. Due to the lack of onsite supervision, the Toolpusher was unable to completely insure all rig floor personnel were in their proper locations for safe operations. Procedures for back-reaming out of the hole operations were not adequate and failed to incorporate safety measures to prevent this type of injury occurrence. Equipment associated with any job task should be inspected as per the procedures, policies in place, and manufacturer specifications. The Top Drive grabber dies failed to provide the necessary grip to back out the Top Drive from the first stand of drill pipe pulled out of the hole.",Immediate,,,
MR-CEE7170D6C,2,"Experienced crew members were not taking the necessary time to review procedures, JSA's, and company policies thoroughly for routine operations. Experienced crew members were not observing others for safety issues due to complacency with routine operations. Procedures such as Tripping Practices (7.1.3) are insufficient for routine operations.",Underlying,,,
MR-CEE7170D6C,3,"The initial Job Safety Analysis (JSA) conducted, June 26, 2025, did not include a proper analysis of the hazards associated with back-reaming out of the hole operations. A safe standing zone after the make-up tongs were connected was not established for the Floorhand who was injured. There was inefficient communication between crew members assigned to the task. All rig floor crew members participating in the back-reaming operation failed to insure all personnel were in a safe location after securing make-up tongs to the drill pipe. Stop Work Authority should have been utilized to insure the Floorhand was clear of the tongs prior to breaking and spinning out of the connection. The Driller in particular failed to ensure the Floorhand was in the proper position prior to backing out of the connection while the tongs were being utilized on the rig floor. As stated in the Tripping Practices (7.1.3), the Toolpusher should be present on the rig floor when pulling the first ten stands at a minimum. The Driller did not wait for the Toolpusher to arrive on the rig floor prior to start of operations. Due to the lack of onsite supervision, the Toolpusher was unable to completely insure all rig floor personnel were in their proper locations for safe operations. Procedures for back-reaming out of the hole operations were not adequate and failed to incorporate safety measures to prevent this type of injury occurrence. Equipment associated with any job task should be inspected as per the procedures, policies in place, and manufacturer specifications. The Top Drive grabber dies failed to provide the necessary grip to back out the Top Drive from the first stand of drill pipe pulled out of the hole.",Root,,,
MR-9D421283D7,1,Fatigue failure of crane boom material is the,Immediate,,,
MR-9D421283D7,2,None,Underlying,,,
MR-9D421283D7,3,Fatigue failure of crane boom material is the,Root,,,
MR-5077BB1D2D,1,"Prior to the incident, the HM purchased a new pair of work boots online. The work boots were much larger than expected and did not provide the same fit as his previous pair. As the HM attempted to climb down, the boot failed to support the HM causing him to slip off the fold out step. The fold out step was 2 ½” x 4”.",Immediate,,,
MR-5077BB1D2D,2,HM failed to maintain 3 points of contact at all times while climbing on aircraft.,Underlying,,,
MR-5077BB1D2D,3,HM failed to follow standard maintenance best practices of removing all tools and equipment from the aircraft prior to clearing the work area.,Root,,,
MR-45B50D666D,1,Improper operation of equipment.,Immediate,,,
MR-45B50D666D,2,Extended Use of BOP without inspection/maintenance Debris accumulation behind packing element Damage to piston by debris Seal Failure,Underlying,,,
MR-7FEC1450D6,1,Equipment Failure: PLS did not fully grip the,Immediate,,,15
MR-7FEC1450D6,2,Verifiaction of the closure of the PLS gripper only.,Underlying,,,
MR-7FEC1450D6,3,Equipment Failure: PLS did not fully grip the,Root,,,15
MR-59B59D80B2,1,Work Environment: Lockout/Tagout was not implemented to ensure positive valves thus preventing accidental release of pressure pressure from a valve cavity.,Immediate,,,6
MR-59B59D80B2,2,Supervision/Personnel training: Renaissance designated an operator with no previous the sole operator on duty of the overnight shift.,Underlying,,,
MR-59B59D80B2,3,Management systems: isolation of all A-15 well tree from the wellbore and escape of platform specific experience as There were no written procedures provided or instructions provided to personnel that would specify which valves had been isolated and ensure all pressure had been removed. No safe working surfaces were provided around the entire A-15 well which contributed to the poor body positioning of the IP and helper.,Root,,,8
MR-B6B9DCE75D,1,The crane boom heel sustained a damaging bend when,Immediate,,,
MR-B6B9DCE75D,2,The Nabors Sundowner XVI crane operator placed the position and continued to boom up. a result of this incident. it made contact with the boom stop. crane boom stop in the override The Nabors Sundowner XVI crane operator had operated the Devon platform crane for only two (2) days prior to the boom contact with the boom stop incident. It is believed that both the crane operator and the rigger failed to sufficiently monitor the boom to prevent damaging contact with the boom stop subsequent to placing the boom stop in override.,Underlying,,,
MR-B6B9DCE75D,3,The crane boom heel sustained a damaging bend when,Root,,,
MR-3222283E24,1,"The chemical injection lines, a Hydraulic Flying Lead (HFL) sustained breaches or breaks in two locations.",Immediate,,,
MR-3222283E24,2,"Damage sustained to the outer jacket of the chemical jacket was damaged, the line's collapse resistance was injection line. Once the outer compromised.",Underlying,,,
MR-3222283E24,3,Positive pressure was not maintained in in a collapsed and then torn line.,Root,,,
MR-4E35BC675A,1,"Equipment Failure Corrosion-related equipment failure at the base of the Dry Oil Tank. The presence of stainless steel tubing in direct contact with the tank shell, without isolation or an isolation barrier, created additional conditions for vibration induced wear of the tank coating. Work Environment This failure occurred in a salt-rich environment where moisture accumulated at the tank bottom, accelerating metal loss.",Immediate,,,
MR-4E35BC675A,2,"Equipment Failure The containment berm, which allowed oil to migrate beyond intended barriers. Work Environment High winds at the time of the incident further multiple deck levels.",Underlying,,,
MR-BB41D101AC,1,"The bow of the capsule was stationary as the winch lowered the stern section. When the bow broke free, the capsule was at a severe angle and swung in an attempt to find equilibrium causing damage to the hook mechanism. Had the bow not remained stationary as the stern section of the boat was lowered then the chain of events resulting in the capsule being damaged would not have happened.",Immediate,,,
MR-BB41D101AC,2,"The evidence following the incident indicated the designed davit skid plate located at the bow end of the capsule exposed an estimated two-inch space between the top side of the skid plate and I-beam attached to the platform. Furthermore, the boarding rope (3/8 poly), which is attached to the exterior hull of the capsule, was broken near the bow end of the capsule. The breakage of the rope indicted the rope was at some point under severe tension. However, it was uncertain to identify when or what time frame the rope actually was under tension to cause the breakage. There were two assumptions concerning the rope breakage as described below: The boarding rope may have been wedged between the davit skid plate and the capsule which could have allowed the bow of the capsule to remain stationary inside the davit as the SOS employee was lowering the capsule.",Underlying,,,
MR-BB41D101AC,3,"The evidence following the incident indicated the designed davit skid plate located at the bow end of the capsule exposed an estimated two-inch space between the top side of the skid plate and I-beam attached to the platform. Furthermore, the boarding rope (3/8 poly), which is attached to the exterior hull of the capsule, was broken near the bow end of the capsule. The breakage of the rope indicted the rope was at some point under severe tension. However, it was uncertain to identify when or what time frame the rope actually was under tension to cause the breakage. There were two assumptions concerning the rope breakage as described below: The bow end of the capsule may have wedged between the davit skid plate and the I- beam attached to the platform. When the bow end of the capsule slipped from the davit system it caused the capsule to have a pendulum motion; therefore, the boarding rope may have swung above the capsule and caught the I-beam above the davit skid plate. Due to the capsule moving in a pendulum effect, this could have caused the rope to break. Additional evidence indicated the capsule's hooking mechanism attached to the winch line was damaged. It was determined during the pendulum motion the hooking mechanism ""ring retainer"" was bent outward which in turn, caused the capsule to release from the winch line and fall into the water. The severe damage recognized to the bow end of capsule indicated the bow impacted the water first and then the stern.",Root,,,
MR-F55F800C5A,1,"While descending stairs to the Production deck, stair well and hyperextended his left knee. -",Immediate,,,
MR-F55F800C5A,2,"The IP was transported to shore on Lessee. the IP missed the last step on the Fatigue, darkness, and failure to observe surroundings. The last step and the deck are the same color which makes it difficult to",Underlying,,,
MR-F55F800C5A,3,"While descending stairs to the Production deck, stair well and hyperextended his left knee. -",Root,,,
MR-ED78B5AFDC,1,Minor fragments from previous repairs of the right bank #6 cylinder went unnoticed during installation of the new cylinder.,Immediate,,,
MR-ED78B5AFDC,2,The major internal breakdown included instant systems/components that then allowed lube oil to developed a small flame causing the turbine side the turbine housing internally.,Underlying,,,
MR-ED78B5AFDC,3,Minor fragments from previous repairs of the right bank #6 cylinder went unnoticed during installation of the new cylinder.,Root,,,
MR-F0E48F9B6F,1,Build up and clogging of the Still Column Vent pipe.,Immediate,,,
MR-F0E48F9B6F,2,None,Underlying,,,
MR-F0E48F9B6F,3,Build up and clogging of the Still Column Vent pipe.,Root,,,
MR-20295303B2,1,Unforseen wind gust from approaching thunderstorm has not returned to flight,Immediate,,,3
MR-20295303B2,2,Failure to secure the helicopter and wait for inclement weather to pass,Underlying,,,
MR-20295303B2,3,Unforseen wind gust from approaching thunderstorm has not returned to flight,Root,,,
MR-A426285FB6,1,"Following onsite investigations from the BSEE Lafayette District, the Lessee and third party that conducted an electrical inspection, the ignition source could not be determined. During the incident, evidence was discarded including the mattress, an offshore bag and its contents. The discarded items could have indicated what ignited the fire. There were no indications that the fire",Immediate,,,
MR-A426285FB6,2,"Following onsite investigations from the BSEE Lafayette District, the Lessee and third party that conducted an electrical inspection, the ignition source could not be determined. During the incident, evidence was discarded including the mattress, an offshore bag and its contents. The discarded items could have indicated what ignited the fire. There were no indications that the fire",Underlying,,,
MR-F6E50EFEE0,1,Human Error: Not working in a safe manner.,Immediate,,,3
MR-F6E50EFEE0,2,Human Error: Not working in a safe manner.,Underlying,,,3
MR-F6E50EFEE0,3,Human Error: Not working in a safe manner.,Root,,,3
MR-83DFD4B170,1,"It was determined that the drill line cable was not properly degreased before being inserted into the snake grip. The proper clamping recommended by the manufacturer's specifications was not utilized for the snake grip. Instead, manila rope and duct tape were used to secure the snake grip which may have affected the drill line cable and prevented the snake grip from going through the block smoothly, also contributing to the injury incident.",Immediate,,,
MR-83DFD4B170,2,"An investigation by BSEE concluded the following factors contributed to the incident: - The work crew was limited to a small deck space. Although communications for stop work were given, the speed of the operation did not allow enough time to prevent the incident",Underlying,,,
MR-83DFD4B170,3,"It was determined that the drill line cable was not properly degreased before being inserted into the snake grip. The proper clamping recommended by the manufacturer's specifications was not utilized for the snake grip. Instead, manila rope and duct tape were used to secure the snake grip which may have affected the drill line cable and prevented the snake grip from going through the block smoothly, also contributing to the injury incident.",Root,,,
MR-A30ACDC700,1,Human Performance Error: 1-Inexperience Offshore,Immediate,,Competency - Lack of Competency,3
MR-A30ACDC700,2,Short service employee involved in the incident. 2-Not aware of hazards,Underlying,,,
MR-A30ACDC700,3,Not wearing the proper PPE (The MSDS states; Eye Protection: wear safety glasses with splash shield or safety goggles/shield and Clothing: wear appropriate chemical resistant clothing and gloves). Only safety glasses were worn during this operation.,Root,,,
MR-0E5E23C2F7,1,Inattention to task - The Quality Construction and Production Pipe Fitter walked onto precut deteriorated grating with extensive corrosion. The grating gave way and the Pipe Fitter and grating fell into the Gulf of Mexico.,Immediate,,,
MR-0E5E23C2F7,2,"Inadequate supervision - The QCP crew took short cuts to complete the grating removal and replacement by ignoring the required uses of barricades and safety harnesses, while working on the plus 10 deck. The PIC, TCR, HSE, and QCP supervisor did not correct the missing barricade and safety harness requirements.",Underlying,,,
MR-0E5E23C2F7,3,"Inadequate pre-job meeting - The JSEA, FRP, ACBP, and HWP are approved without visually verifying the jobsite is safe.",Root,,,
MR-53D591D5A0,1,Crane limit switch failure due to corrosion on,Immediate,,,
MR-53D591D5A0,2,the limit switch wiring. The counter weight can was pulled into the boom sheave by either a burr on the fast line cable or excessive tar build up on the can.,Underlying,,,
MR-53D591D5A0,3,Crane limit switch failure due to corrosion on,Root,,,
MR-F92096E945,1,"The CE failed to stop work and reassess the work area for hazards before climbing over the barricades to enter the open hole area. All parties involved in the pipeline removal failed to address the hazards prior to initiating work on the pipeline project. There were no meetings or review of the work area after the CE arrived on the plus 10 and detected the open hole hazard. Prior to starting the cutting operations, supervisors or safety technician failed to visit the work site to address the hazards with personnel. The lack of mechanical bracing to both of the pipeline sections prior to cutting operations. ­ Alternative equipment such as remotely operated cold (or flame based) cutting devices were not considered and were not available onsite. Failure to initiate stop work as the open hole and possible tension on the pipeline were discovered.",Immediate,,,
MR-F92096E945,2,"The CE failed to stop work and reassess the work area for hazards before climbing over the barricades to enter the open hole area. All parties involved in the pipeline removal failed to address the hazards prior to initiating work on the pipeline project. There were no meetings or review of the work area after the CE arrived on the plus 10 and detected the open hole hazard. Prior to starting the cutting operations, supervisors or safety technician failed to visit the work site to address the hazards with personnel. The lack of mechanical bracing to both of the pipeline sections prior to cutting operations. ­ Alternative equipment such as remotely operated cold (or flame based) cutting devices were not considered and were not available onsite. Failure to initiate stop work as the open hole and possible tension on the pipeline were discovered.",Underlying,,,
MR-F92096E945,3,"The CE failed to stop work and reassess the work area for hazards before climbing over the barricades to enter the open hole area. All parties involved in the pipeline removal failed to address the hazards prior to initiating work on the pipeline project. There were no meetings or review of the work area after the CE arrived on the plus 10 and detected the open hole hazard. Prior to starting the cutting operations, supervisors or safety technician failed to visit the work site to address the hazards with personnel. The lack of mechanical bracing to both of the pipeline sections prior to cutting operations. ­ Alternative equipment such as remotely operated cold (or flame based) cutting devices were not considered and were not available onsite. Failure to initiate stop work as the open hole and possible tension on the pipeline were discovered.",Root,,,
MR-7100ABC7D5,1,"Although the system shut itself down as designed, the operator placed the PRS alarm into bypass and proceeded to try to relocate it to the forward parking position before identifying the actual cause of the alarm.",Immediate,,,
MR-7100ABC7D5,2,No JSA or formal Risk Assessment was performed to identify the potential hazards of overriding the system prior to placing the PRS alarm in bypass and attempting to move it.,Underlying,,,
MR-CA9A11BA53,1,The Root Cause of the incident was debris in the,Immediate,,,
